0261,07.04.2018,02,17,20,38,39,20
0262,11.04.2018,16,18,27,55,67,18
0263,14.04.2018,17,19,26,61,62,15
0264,18.04.2018,09,10,12,17,23,09
0265,21.04.2018,40,50,54,62,69,19
0266,25.04.2018,17,18,39,56,64,12
0267,28.04.2018,20,22,28,45,50,08
0268,02.05.2018,05,14,31,40,50,06
0269,05.05.2018,14,29,36,57,61,17
0270,09.05.2018,11,16,38,50,69,19
0271,12.05.2018,22,42,45,55,56,14
0272,16.05.2018,17,19,21,22,51,19
0273,19.05.2018,03,06,09,17,56,25
0274,23.05.2018,20,54,56,61,64,07
0275,26.05.2018,01,21,31,45,49,21
0276,30.05.2018,17,23,26,46,68,20
0277,02.06.2018,23,25,37,44,64,07
0278,06.06.2018,23,28,41,53,56,14
0279,09.06.2018,06,10,15,25,36,14
0280,13.06.2018,13,20,38,45,55,01
0281,16.06.2018,09,45,57,58,65,09
0282,20.06.2018,04,14,23,27,56,13
0283,23.06.2018,16,29,43,45,56,25
0284,27.06.2018,07,28,37,62,63,15
0285,30.06.2018,03,09,20,42,61,24
0286,04.07.2018,04,07,15,41,44,10
0287,07.07.2018,01,10,43,45,64,22
0288,11.07.2018,19,21,27,46,47,07
0289,14.07.2018,22,41,42,49,67,11
0290,18.07.2018,01,10,27,28,36,12
0291,21.07.2018,09,23,56,58,68,01
0292,25.07.2018,02,18,41,44,64,26
0293,28.07.2018,22,27,46,56,65,13
0294,01.08.2018,05,22,32,38,58,26
0295,04.08.2018,03,11,38,44,58,02
0296,08.08.2018,10,21,30,43,63,17
0297,11.08.2018,05,43,56,62,68,24
0298,15.08.2018,12,15,28,47,48,16
0299,18.08.2018,24,34,52,61,67,16
0300,22.08.2018,01,07,45,47,69,13
0301,25.08.2018,20,25,54,57,63,08
0302,29.08.2018,25,41,53,57,67,12
0303,01.09.2018,11,54,55,61,66,09
0304,05.09.2018,06,15,50,59,60,13
0305,08.09.2018,03,13,20,32,33,21
0306,12.09.2018,06,28,48,63,64,24
0307,15.09.2018,02,18,19,24,34,03
0308,19.09.2018,04,39,48,50,51,11
0309,22.09.2018,24,61,63,64,69,18
0310,26.09.2018,01,02,07,30,50,08
0311,29.09.2018,09,17,34,59,64,22
0312,03.10.2018,41,53,59,63,66,03
0313,06.10.2018,01,22,27,53,67,15
0314,10.10.2018,08,23,27,42,60,07
0315,13.10.2018,11,14,32,43,65,15
0316,17.10.2018,03,57,64,68,69,15
0317,20.10.2018,16,54,57,62,69,23
0318,24.10.2018,03,21,45,53,56,22
0319,27.10.2018,08,12,13,19,27,04
0320,31.10.2018,07,25,39,40,47,20
0321,03.11.2018,15,21,24,32,65,11
0322,07.11.2018,26,28,34,42,50,25
0323,10.11.2018,05,29,34,53,57,24
0324,14.11.2018,07,42,49,62,69,23
0325,17.11.2018,06,08,20,52,68,05
0326,21.11.2018,07,14,23,38,55,18
0327,24.11.2018,11,33,51,56,58,18
0328,28.11.2018,04,19,59,68,69,21
0329,01.12.2018,10,11,47,55,58,26
0330,05.12.2018,09,11,36,37,38,11
0331,08.12.2018,14,32,34,46,61,10
0332,12.12.2018,04,09,21,29,64,26
0333,15.12.2018,08,38,43,52,55,17
0334,19.12.2018,15,29,31,37,43,16
0335,22.12.2018,21,28,30,40,59,26
0336,26.12.2018,05,25,38,52,67,24
0337,29.12.2018,12,42,51,53,62,25
0338,02.01.2019,08,12,42,46,56,12
0339,05.01.2019,03,07,15,27,69,19
0340,09.01.2019,06,19,37,49,59,22
0341,12.01.2019,07,36,48,57,58,24
0342,16.01.2019,14,29,31,56,61,01
0343,19.01.2019,05,08,41,65,66,20
0344,23.01.2019,23,25,47,48,50,24
0345,26.01.2019,08,12,20,21,32,10
0346,30.01.2019,02,12,16,29,54,06
0347,02.02.2019,10,17,18,43,65,13
0348,06.02.2019,05,13,28,38,63,21
0349,09.02.2019,01,02,03,07,39,25
0350,13.02.2019,02,08,14,24,69,26
0351,16.02.2019,29,30,41,48,64,01
0352,20.02.2019,27,49,50,51,52,02
0353,23.02.2019,04,06,14,20,32,13
0354,27.02.2019,21,31,42,49,59,23
0355,02.03.2019,01,19,25,27,68,21
0356,06.03.2019,06,10,21,35,46,23
0357,09.03.2019,05,06,45,55,59,14
0358,13.03.2019,18,36,45,47,69,14
0359,16.03.2019,30,34,39,53,67,11
0360,20.03.2019,10,14,50,53,63,21
0361,23.03.2019,24,25,52,60,66,05
0362,27.03.2019,16,20,37,44,62,12
0363,30.03.2019,21,52,54,64,68,04
0364,03.04.2019,16,19,25,32,49,18
0365,06.04.2019,15,33,43,59,60,08
0366,10.04.2019,12,21,23,39,67,06
0367,13.04.2019,04,17,26,32,49,10
0368,17.04.2019,01,15,17,46,66,15
0369,20.04.2019,03,27,30,63,65,01
0370,24.04.2019,06,32,35,36,65,04
0371,27.04.2019,02,29,41,45,62,06
0372,01.05.2019,05,23,28,56,66,17
0373,04.05.2019,06,16,23,30,61,02
0374,08.05.2019,01,45,53,64,66,03
0375,11.05.2019,06,08,09,37,40,26
0376,15.05.2019,07,17,33,61,68,04
0377,18.05.2019,02,10,25,66,67,26
0378,22.05.2019,07,10,20,44,57,03
0379,25.05.2019,01,02,39,43,66,02
0380,29.05.2019,03,32,34,42,61,07
0381,01.06.2019,06,15,34,45,52,08
0382,05.06.2019,17,23,28,34,38,08
0383,08.06.2019,09,13,42,48,60,18
0384,12.06.2019,05,35,38,42,57,13
0385,15.06.2019,08,11,14,16,49,14
0386,19.06.2019,04,18,21,26,38,01
0387,22.06.2019,03,06,11,14,66,21
0388,26.06.2019,01,05,16,22,54,24
0389,29.06.2019,13,17,24,59,62,08
0390,03.07.2019,40,43,45,50,61,25
0391,06.07.2019,04,08,23,46,65,01
0392,10.07.2019,07,09,26,44,68,03
0393,13.07.2019,13,23,32,35,68,21
0394,17.07.2019,19,43,47,60,68,10
0395,20.07.2019,05,26,36,64,69,19
0396,24.07.2019,22,29,35,53,56,13
0397,27.07.2019,01,19,31,48,61,06
0398,31.07.2019,14,37,47,55,67,06
0399,03.08.2019,03,06,45,66,68,13
0400,07.08.2019,08,32,47,53,59,03
0401,10.08.2019,35,41,44,58,59,03
0402,14.08.2019,10,13,30,51,69,10
0403,17.08.2019,18,21,24,30,60,20
0404,21.08.2019,12,21,22,29,32,21
0405,24.08.2019,05,12,20,21,47,01
0406,28.08.2019,09,32,37,41,56,14
0407,31.08.2019,14,41,50,56,57,18
0408,04.09.2019,04,08,30,52,59,02
0409,07.09.2019,11,20,41,42,56,06
0410,11.09.2019,06,17,24,53,57,03
0411,14.09.2019,11,27,31,36,67,11
0412,18.09.2019,14,19,39,47,51,15
0413,21.09.2019,01,09,22,36,68,22
0414,25.09.2019,37,43,44,45,53,25
0415,28.09.2019,15,23,34,51,55,04
0416,02.10.2019,04,08,10,43,53,07
0417,05.10.2019,06,14,36,51,54,04
0418,09.10.2019,05,18,33,43,65,02
0419,12.10.2019,12,29,34,53,65,23
0420,16.10.2019,01,05,25,63,67,03
0421,19.10.2019,14,27,29,59,65,12
0422,23.10.2019,05,12,50,61,69,23
0423,26.10.2019,03,20,48,54,59,04
0424,30.10.2019,19,22,52,56,67,21
0425,02.11.2019,03,23,32,37,58,22
0426,06.11.2019,15,28,46,62,64,17
0427,09.11.2019,14,17,35,38,60,25
0428,13.11.2019,23,26,27,28,66,11
0429,16.11.2019,14,22,26,55,63,26
0430,20.11.2019,07,15,39,40,57,12
0431,23.11.2019,28,35,38,61,66,23
0432,27.11.2019,15,26,37,53,55,21
0433,30.11.2019,15,35,42,63,68,18
0434,04.12.2019,08,27,44,51,61,14
0435,07.12.2019,18,42,53,62,66,25
0436,11.12.2019,24,29,42,44,63,10
0437,14.12.2019,03,06,12,32,64,19
0438,18.12.2019,14,18,26,39,68,09
0439,21.12.2019,19,31,35,50,67,14
0440,25.12.2019,02,04,16,30,46,20
0441,28.12.2019,20,23,39,59,60,18
0442,01.01.2020,49,53,57,59,62,26
0443,04.01.2020,01,11,21,25,54,07
0444,08.01.2020,02,04,07,43,56,22
0445,11.01.2020,03,21,23,31,59,03
0446,15.01.2020,39,41,53,55,68,19
0447,18.01.2020,20,24,38,56,68,18
0448,22.01.2020,11,33,44,59,67,08
0449,25.01.2020,02,09,17,36,67,18
0450,29.01.2020,09,12,15,31,60,02
0451,01.02.2020,12,33,54,57,60,13
0452,05.02.2020,23,30,35,41,57,02
0453,08.02.2020,35,49,50,59,66,06
0454,12.02.2020,14,47,54,55,68,25
0455,15.02.2020,16,32,35,36,46,03
0456,19.02.2020,10,12,15,19,56,19
0457,22.02.2020,25,37,39,61,62,11
0458,26.02.2020,08,27,29,36,47,24
0459,29.02.2020,24,44,46,50,51,13
0460,04.03.2020,18,43,58,60,68,14
0461,07.03.2020,07,15,21,33,62,23
0462,11.03.2020,04,29,49,50,67,02
0463,14.03.2020,09,23,26,30,32,08
0464,18.03.2020,15,27,44,59,63,08
0465,21.03.2020,02,23,40,59,69,13
0466,25.03.2020,05,09,27,39,42,16
0467,28.03.2020,07,40,48,55,66,11
0468,01.04.2020,33,35,45,48,60,16
0469,04.04.2020,08,31,39,40,43,04
0470,08.04.2020,02,37,39,48,54,05
0471,11.04.2020,22,29,30,42,47,17
0472,15.04.2020,10,12,33,36,41,02
0473,18.04.2020,04,44,46,56,63,19
0474,22.04.2020,01,33,35,40,69,24
0475,25.04.2020,01,03,21,47,57,18
0476,29.04.2020,02,20,49,61,67,20
0477,02.05.2020,13,16,33,58,68,24
0478,06.05.2020,07,08,35,50,65,20
0479,09.05.2020,12,18,42,48,65,19
0480,13.05.2020,39,53,54,56,57,20
0481,16.05.2020,08,12,26,39,42,11
0482,20.05.2020,18,34,40,42,50,09
0483,23.05.2020,02,08,18,21,23,16
0484,27.05.2020,38,58,59,64,68,21
0485,30.05.2020,13,32,41,58,60,14
0486,03.06.2020,01,03,26,41,64,17
0487,06.06.2020,01,17,38,68,69,18
0488,10.06.2020,10,33,41,52,54,18
0489,13.06.2020,02,12,32,50,65,05
0490,17.06.2020,07,10,63,64,68,10
0491,20.06.2020,10,31,41,63,67,05
0492,24.06.2020,15,22,27,33,46,23
0493,27.06.2020,09,36,49,56,62,08
0494,01.07.2020,15,28,52,53,63,18
0495,04.07.2020,16,21,27,60,61,06
0496,08.07.2020,03,10,34,36,62,05
0497,11.07.2020,14,19,61,62,64,04
0498,15.07.2020,27,47,61,62,69,04
0499,18.07.2020,13,16,32,58,59,09
0500,22.07.2020,16,25,36,44,55,14
0501,25.07.2020,05,21,36,61,62,18
0502,29.07.2020,07,29,35,40,45,26
0503,01.08.2020,06,25,36,43,48,24
0504,05.08.2020,07,14,17,57,65,24
0505,08.08.2020,02,03,14,40,51,24
0506,12.08.2020,02,06,18,36,37,21
0507,15.08.2020,05,12,34,45,56,03
0508,19.08.2020,13,23,47,55,58,23
0509,22.08.2020,19,30,36,42,66,14
0510,26.08.2020,08,12,19,47,58,02
0511,29.08.2020,05,21,22,29,43,10
0512,02.09.2020,01,04,11,20,69,18
0513,05.09.2020,15,21,22,27,47,07
0514,09.09.2020,27,52,55,60,64,21
0515,12.09.2020,16,17,20,53,67,04
0516,16.09.2020,10,17,31,51,53,01
0517,19.09.2020,11,14,23,47,57,14
0518,23.09.2020,08,17,49,52,59,01
0519,26.09.2020,11,21,27,36,62,24
0520,30.09.2020,14,18,36,49,67,18
0521,03.10.2020,18,31,36,43,47,20
0522,07.10.2020,06,24,30,53,56,19
0523,10.10.2020,05,18,23,40,50,18
0524,14.10.2020,21,37,52,53,58,05
0525,17.10.2020,06,10,31,37,44,23
0526,21.10.2020,01,03,13,44,56,26
0527,24.10.2020,18,20,27,45,65,06
0528,28.10.2020,11,28,37,40,53,13
0529,31.10.2020,02,06,40,42,55,24
0530,04.11.2020,23,32,33,45,49,14
0531,07.11.2020,14,16,37,48,58,18
0532,11.11.2020,13,15,17,45,63,13
0533,14.11.2020,07,15,18,32,45,20
0534,18.11.2020,04,05,17,43,52,05
0535,21.11.2020,51,54,57,60,69,11
0536,25.11.2020,02,57,58,60,65,26
0537,28.11.2020,08,12,18,44,51,18
0538,02.12.2020,28,31,40,41,46,04
0539,05.12.2020,03,04,06,48,53,10
0540,09.12.2020,11,14,31,47,48,04
0541,12.12.2020,17,54,56,63,69,20
0542,16.12.2020,04,23,37,61,67,07
0543,19.12.2020,27,32,34,43,52,13
0544,23.12.2020,06,13,38,39,53,06
0545,26.12.2020,10,24,27,35,53,18
0546,30.12.2020,03,43,45,61,65,14
0547,02.01.2021,03,04,11,41,67,05
0548,06.01.2021,01,20,22,60,66,03
0549,09.01.2021,14,26,38,45,46,13
0550,13.01.2021,04,19,23,25,49,14
0551,16.01.2021,14,20,39,65,67,02
0552,20.01.2021,40,53,60,68,69,22
0553,23.01.2021,05,08,17,27,28,14
0554,27.01.2021,17,33,35,42,52,09
0555,30.01.2021,01,02,07,52,61,04
0556,03.02.2021,05,37,40,64,66,05
0557,06.02.2021,01,16,48,49,65,08
0558,10.02.2021,15,39,58,63,67,07
0559,13.02.2021,20,28,33,63,68,20
0560,17.02.2021,01,15,21,32,46,01
0561,20.02.2021,04,08,22,32,58,04
0562,24.02.2021,04,33,43,53,65,21
0563,27.02.2021,02,28,31,44,52,18
0564,03.03.2021,21,40,44,50,55,16
0565,06.03.2021,11,31,50,52,58,18
0566,10.03.2021,17,18,37,44,53,18
0567,13.03.2021,05,11,51,56,61,02
0568,17.03.2021,34,38,42,61,62,19
0569,20.03.2021,01,06,22,42,61,04
0570,24.03.2021,04,09,17,27,38,18
0571,27.03.2021,06,14,38,39,65,06
0572,31.03.2021,03,10,44,55,68,24
0573,03.04.2021,01,12,17,39,53,05
0574,07.04.2021,27,35,39,51,66,16
0575,10.04.2021,14,16,23,50,53,03
0576,14.04.2021,13,30,33,45,61,14
0577,17.04.2021,10,21,26,41,49,25
0578,21.04.2021,21,25,32,63,67,06
0579,24.04.2021,22,36,48,59,61,22
0580,01.05.2021,35,36,47,61,63,03
0581,05.05.2021,16,23,28,40,63,01
0582,08.05.2021,12,17,20,21,26,08
0583,12.05.2021,01,19,20,38,54,17
0584,15.05.2021,04,10,37,39,69,24
0585,19.05.2021,11,13,55,56,69,04
0586,22.05.2021,03,19,27,37,40,08
0587,26.05.2021,02,08,21,34,62,16
0588,29.05.2021,11,13,22,27,46,20
0589,02.06.2021,06,07,11,66,67,19
0590,05.06.2021,44,52,54,64,69,26
0591,09.06.2021,19,28,46,50,54,09
0592,12.06.2021,08,25,34,38,41,10
0593,16.06.2021,19,29,34,44,50,25
0594,19.06.2021,04,22,35,38,39,20
0595,23.06.2021,13,20,40,51,63,01
0596,26.06.2021,08,31,39,43,60,17
0597,30.06.2021,24,29,50,65,66,14
0598,03.07.2021,26,40,41,55,65,24
0599,07.07.2021,08,21,30,49,57,08
0600,10.07.2021,01,05,29,54,62,03
0601,14.07.2021,33,46,52,59,62,10
0602,17.07.2021,15,22,38,54,66,03
0603,21.07.2021,27,28,44,67,68,11
0604,24.07.2021,01,04,11,59,67,10
0605,28.07.2021,25,30,53,59,60,05
0606,31.07.2021,01,21,22,34,47,04
0607,04.08.2021,05,21,32,36,58,14
0608,07.08.2021,07,24,36,54,60,23
0609,11.08.2021,12,18,20,29,30,16
0610,14.08.2021,06,21,49,65,67,18
0611,18.08.2021,35,36,51,55,61,26
0612,21.08.2021,16,28,36,39,59,04
0613,23.08.2021,17,36,47,60,61,15
0614,25.08.2021,27,39,54,56,59,24
0615,28.08.2021,12,22,26,46,59,26
0616,30.08.2021,03,15,45,51,61,08
0617,01.09.2021,10,20,29,48,51,17
0618,04.09.2021,32,35,40,52,54,01
0619,06.09.2021,11,20,22,33,54,24
0620,08.09.2021,09,22,41,47,61,21
0621,11.09.2021,20,31,38,40,49,21
0622,13.09.2021,37,40,50,61,63,21
0623,15.09.2021,01,04,18,46,62,25
0624,18.09.2021,05,36,39,45,57,11
0625,20.09.2021,37,51,54,58,60,19
0626,22.09.2021,20,40,47,55,63,05
0627,25.09.2021,22,23,37,62,63,19
0628,27.09.2021,21,22,39,44,60,12
0629,29.09.2021,02,07,11,17,32,11
0630,02.10.2021,28,38,42,47,52,01
0631,04.10.2021,12,22,54,66,69,15
0632,06.10.2021,01,17,52,58,64,01
0633,09.10.2021,12,17,30,45,62,05
0634,11.10.2021,11,20,33,39,65,24
0635,13.10.2021,23,29,47,59,60,15
0636,16.10.2021,30,31,41,42,48,03
